dri_field_,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
67,454006.0245022336,805.5391159309388,207.19999927282333,201.43731294302836,2018,0.9721878071910262
68,488679.4479876996,704.9965191364356,203.49999821186063,197.84021702496656,2018,0.9721878071910262
69,525225.6952176921,797.1573621610464,203.49999821186063,197.84021702496656,2018,0.9721878071910262
70,514665.1589520098,944.3307453824816,181.4849887803257,176.43749328043637,2018,0.9721878071910262
71,512261.1715278543,735.0565620670326,182.0999990105629,177.03539872756718,2018,0.9721878071910262
72,500542.8945822364,793.0407832640698,183.70000115036964,178.59090129936683,2018,0.9721878071910262
73,509278.0844294753,842.8873246930136,180.90000015497208,175.8687744715186,2018,0.9721878071910262
74,521518.9030959535,802.2444626828451,202.06218303026844,196.4423906364266,2018,0.9721878071910262
75,514325.6482997871,803.0599929413876,202.5349415419335,196.90200069721303,2018,0.9721878071910262
76,503186.8506073771,775.6806486009086,174.50000044703484,169.6467727894359,2018,0.9721878071910262
77,489959.3503281405,502.52409738507134,180.90000015497208,175.8687744715186,2018,0.9721878071910262
78,507471.1176464944,810.1722363117004,180.90000015497208,175.8687744715186,2018,0.9721878071910262
79,522538.4751924505,763.1896582127486,180.90000015497208,175.8687744715186,2018,0.9721878071910262
80,510432.9485534853,775.3838333944128,176.54362756262077,171.6335621536521,2018,0.9721878071910262
81,515914.5826241229,769.6584867290579,194.1000008881092,188.70165423918712,2018,0.9721878071910262
82,495809.2841949468,840.149085894707,198.80364323191708,193.27447797522584,2018,0.9721878071910262
83,490902.0137563579,805.1000541610024,207.19999927282333,201.43731294302836,2018,0.9721878071910262
84,504859.052077382,753.426841482291,216.90000036358836,210.8675357332097,2018,0.9721878071910262
85,520976.38019951305,725.2071822344036,216.90000036358836,210.8675357332097,2018,0.9721878071910262
86,520783.8802223524,670.9548702343988,216.90000036358836,210.8675357332097,2018,0.9721878071910262
87,523467.6309245799,445.4122756254588,216.90000036358836,210.8675357332097,2018,0.9721878071910262
88,489712.3760888719,719.8656301408557,194.1000008881092,188.70165423918712,2018,0.9721878071910262
89,533231.2393492024,658.2801874068289,217.18127236448572,211.1409849429868,2018,0.9721878071910262
90,505316.6665261585,817.9941877922189,181.5444082394252,176.4952601540828,2018,0.9721878071910262
91,487622.7698547324,711.1530398322856,194.1000008881092,188.70165423918712,2018,0.9721878071910262
92,488728.4446059828,719.7993998881707,214.0999988913536,208.1454084417862,2018,0.9721878071910262
93,492895.1501213876,806.2388509463632,174.50000044703484,169.6467727894359,2018,0.9721878071910262
